Graph	Algorithm	Seed	Solution	Time
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	1	186	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	10	190	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	2	182	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	3	183	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	4	184	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	5	180	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	6	183	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	7	184	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	8	186	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-4	9	185	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	1	191	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	10	184	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	2	190	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	3	186	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	4	188	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	5	186	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	6	185	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	7	182	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	8	191	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-6	9	189	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	1	182	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	10	186	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	2	186	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	3	192	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	4	183	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	5	187	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	6	181	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	7	186	1
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	8	183	0
erdos_renyi_n_75_c_9_seed_42.edges	SimFASDC-8	9	187	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	1	192	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	10	193	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	2	182	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	3	182	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	4	191	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	5	190	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	6	190	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	7	189	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	8	187	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-12	9	190	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	1	186	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	10	189	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	2	189	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	3	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	4	189	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	5	189	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	6	188	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	7	184	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	8	187	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-16	9	187	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	1	185	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	10	184	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	2	184	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	3	190	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	4	184	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	5	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	6	188	3
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	7	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	8	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-24	9	187	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	1	187	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	10	181	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	2	180	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	3	185	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	4	184	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	5	175	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	6	189	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	7	186	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	8	181	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-2	9	190	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	1	188	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	10	190	3
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	2	185	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	3	186	3
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	4	189	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	5	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	6	184	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	7	186	3
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	8	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-32	9	189	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	1	187	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	10	184	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	2	182	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	3	185	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	4	179	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	5	173	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	6	187	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	7	181	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	8	183	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-3	9	180	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	1	188	4
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	10	187	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	2	184	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	3	194	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	4	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	5	188	4
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	6	186	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	7	186	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	8	190	4
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-48	9	186	2
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	1	186	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	10	190	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	2	182	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	3	182	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	4	185	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	5	180	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	6	183	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	7	183	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	8	186	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-4	9	185	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	1	191	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	10	184	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	2	190	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	3	185	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	4	188	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	5	186	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	6	186	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	7	182	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	8	189	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-6	9	189	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	1	182	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	10	185	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	2	185	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	3	192	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	4	180	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	5	187	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	6	181	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	7	186	1
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	8	186	0
erdos_renyi_n_75_c_9_seed_42.edges	FASDC-8	9	186	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	1	186	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	10	195	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	2	197	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	3	196	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	4	196	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	5	195	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	6	186	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	7	197	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	8	197	0
erdos_renyi_n_75_c_9_seed_42.edges	RED+Greedy	9	197	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	1	186	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	10	195	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	2	197	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	3	196	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	4	196	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	5	195	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	6	186	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	7	197	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	8	197	0
erdos_renyi_n_75_c_9_seed_42.edges	REDstar+Greedy	9	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	1	186	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	10	195	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	2	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	3	196	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	4	196	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	5	195	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	6	186	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	7	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	8	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+Greedy	9	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	1	186	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	10	195	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	2	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	3	196	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	4	196	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	5	195	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	6	186	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	7	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	8	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+2cyc+chain+Greedy	9	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	1	195	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	10	198	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	2	196	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	3	198	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	4	192	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	5	192	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	6	197	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	7	198	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	8	193	0
erdos_renyi_n_75_c_9_seed_42.edges	scc+Greedy	9	196	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	1	235	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	10	234	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	2	231	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	3	232	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	4	231	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	5	237	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	6	233	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	7	236	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	8	233	0
erdos_renyi_n_75_c_9_seed_43.edges	Greedy	9	233	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	1	233	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	10	232	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	2	234	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	3	235	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	4	234	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	5	233	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	6	234	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	7	235	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	8	233	0
erdos_renyi_n_75_c_9_seed_43.edges	HCS+Greedy	9	233	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	1	219	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	10	227	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	2	223	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	3	224	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	4	220	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	5	219	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	6	222	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	7	220	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	8	220	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-12	9	226	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	1	227	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	10	225	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	2	228	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	3	223	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	4	225	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	5	223	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	6	227	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	7	221	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	8	228	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-16	9	221	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	1	218	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	10	221	3
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	2	223	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	3	222	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	4	223	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	5	222	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	6	225	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	7	221	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	8	219	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-24	9	221	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	1	216	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	10	219	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	2	207	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	3	215	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	4	206	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	5	217	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	6	216	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	7	219	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	8	214	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-2	9	216	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	1	226	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	10	223	3
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	2	228	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	3	229	3
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	4	228	3
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	5	229	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	6	222	3
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	7	228	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	8	226	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-32	9	227	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	1	215	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	10	217	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	2	216	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	3	215	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	4	210	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	5	215	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	6	212	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	7	213	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	8	214	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-3	9	212	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	1	231	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	10	232	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	2	229	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	3	230	4
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	4	224	4
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	5	232	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	6	225	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	7	224	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	8	230	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-48	9	232	2
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	1	217	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	10	208	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	2	210	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	3	203	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	4	205	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	5	217	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	6	215	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	7	208	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	8	204	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-4	9	213	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	1	227	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	10	217	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	2	213	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	3	209	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	4	212	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	5	219	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	6	217	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	7	211	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	8	218	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-6	9	215	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	1	219	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	10	215	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	2	224	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	3	211	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	4	223	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	5	216	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	6	219	1
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	7	223	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	8	226	0
erdos_renyi_n_75_c_9_seed_43.edges	SimFASDC-8	9	210	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	1	220	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	10	227	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	2	223	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	3	224	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	4	220	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	5	218	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	6	222	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	7	222	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	8	219	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-12	9	226	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	1	227	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	10	225	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	2	232	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	3	224	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	4	225	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	5	221	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	6	227	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	7	221	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	8	228	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-16	9	221	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	1	218	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	10	222	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	2	223	3
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	3	221	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	4	224	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	5	222	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	6	225	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	7	221	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	8	219	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-24	9	220	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	1	218	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	10	219	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	2	207	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	3	216	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	4	206	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	5	217	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	6	216	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	7	220	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	8	213	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-2	9	216	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	1	227	2
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	10	223	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	2	230	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	3	230	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	4	228	3
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	5	229	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	6	223	3
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	7	228	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	8	226	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-32	9	228	3
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	1	217	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	10	217	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	2	216	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	3	215	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	4	210	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	5	215	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	6	213	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	7	212	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	8	214	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-3	9	213	0
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-48	1	231	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-48	10	232	1
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-48	2	230	4
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-48	3	230	3
erdos_renyi_n_75_c_9_seed_43.edges	FASDC-48	4	223	4
